EventID,FiscalYear,CampID,GiftAmt,GiftType,PmtMethod,Registered,DonorConsID,EmailStatus,Goals,Connection,TeamID
28197,2017,44964,100,online,Credit Card,FALSE,5673356,Unknown,400,Blank,508932
28197,2017,44964,50,online,Credit Card,FALSE,2950218,Good,400,Blank,508932
28197,2017,44964,50,online,Credit Card,FALSE,5664907,Unknown,400,Blank,508932
28197,2017,44964,35,online,Credit Card,FALSE,8461214,Unknown,400,Blank,508932
28197,2017,44964,0,online,Credit Card,TRUE,5622033,Good,400,Friend has MS,508932
28197,2017,44964,50,online,Credit Card,FALSE,16132628,Good,400,None,508932
28197,2017,44964,35,online,Credit Card,FALSE,5809135,Unknown,400,Blank,508932
28197,2017,44964,50,online,Credit Card,FALSE,5738324,Unknown,400,Friend has MS,508932
28197,2017,44964,100,online,Credit Card,FALSE,6947280,Good,2200,Friend has MS,494970
28197,2017,44964,0,online,Credit Card,TRUE,5622156,Good,2200,None,494970
28197,2017,44964,100,online,Credit Card,FALSE,15369566,Good,2200,N/A,494970
28197,2017,44964,50,online,Credit Card,FALSE,13556020,Good,2200,Blank,494970
28197,2017,44964,250,online,Credit Card,FALSE,11183571,Good,2200,Spouse has MS,494970
28197,2017,44964,27,online,Credit Card,FALSE,16085208,Good,2200,None,494970
28197,2017,44964,50,online,Credit Card,FALSE,16111762,Good,2200,None,494970
28197,2017,44964,50,online,Credit Card,FALSE,5809151,Good,2200,None,494970
28197,2017,44964,50,online,Credit Card,FALSE,15388281,Good,2200,Parent has MS,494970
28197,2017,44964,35,online,Credit Card,FALSE,5801092,Unknown,2200,None,494970
28197,2017,44964,35,online,Credit Card,FALSE,16128708,Good,2200,None,494970
28197,2017,44964,50,online,Credit Card,FALSE,12425430,Good,2200,Blank,494970
28197,2017,44964,100,online,Credit Card,FALSE,15231221,Good,2200,Blank,494970
28197,2017,44964,15,online,Credit Card,FALSE,9972714,Good,2200,Blank,494970
28197,2017,44964,50,online,Credit Card,FALSE,13498751,Good,2200,Blank,494970
28197,2017,44964,35,online,Credit Card,FALSE,5630690,Unknown,2200,Blank,494970
28197,2017,44964,100,online,Credit Card,FALSE,6947280,Good,2200,Friend has MS,494970
28197,2017,44964,50,online,Credit Card,FALSE,6849186,Unknown,2200,Blank,494970
28197,2017,44964,35,online,Credit Card,FALSE,16103199,Good,2200,Friend has MS,494970
28197,2017,44964,50,online,Credit Card,FALSE,5617704,Good,300,Friend has MS,494925
28197,2017,44964,250,online,Credit Card,TRUE,5617704,Good,300,Friend has MS,494925
28197,2017,44964,35,online,Credit Card,FALSE,16106122,Good,300,Friend has MS,507496
28197,2017,44964,35,online,Credit Card,FALSE,14454575,Good,300,Friend has MS,507496
28197,2017,44964,25,online,Credit Card,FALSE,12187327,Good,300,Friend has MS,507496
28197,2017,44964,100,online,Credit Card,FALSE,13150983,Good,300,Blank,507496
28197,2017,44964,30,offline,Check,FALSE,12980654,Good,300,Parent has MS,507496
28197,2017,44964,100,offline,Check,FALSE,15406090,Good,300,Friend has MS,507496
28197,2017,44964,50,offline,Check,FALSE,14507706,N/A,300,N/A,507496
28197,2017,44964,25,offline,Check,FALSE,14516953,N/A,300,N/A,507496
28197,2017,44964,50,online,Credit Card,FALSE,12262876,Good,300,Friend has MS,507496
28197,2017,44964,50,online,Credit Card,FALSE,14481999,Good,300,Sibling has MS,507496
28197,2017,44964,100,offline,Check,FALSE,15624171,Good,300,N/A,507496
28197,2017,44964,60,online,Credit Card,FALSE,5618455,Good,300,Spouse has MS,507496
28197,2017,44964,50,online,Credit Card,FALSE,16102358,Good,300,Friend has MS,507496
28197,2017,44964,50,online,Credit Card,FALSE,14410419,Bad (Soft Bounce),300,Friend has MS,507496
28197,2017,44964,25,online,Credit Card,FALSE,5640774,Good,300,Relative has MS,507496
28197,2017,44964,100,online,Credit Card,FALSE,15321404,Unknown,300,Parent has MS,507496
28197,2017,44964,20,online,Credit Card,FALSE,15952326,Good,300,Friend has MS,507496
28197,2017,44964,50,online,Credit Card,FALSE,14234196,Good,300,Sibling has MS,507496
28197,2017,44964,50,online,Credit Card,TRUE,5618455,Good,300,Spouse has MS,507496
28197,2017,44964,50,online,Credit Card,FALSE,12276582,Good,300,Friend has MS,507496
28197,2017,44964,0,online,Credit Card,TRUE,5618520,Good,300,Friend has MS,494953
28197,2017,44964,25,online,Credit Card,FALSE,15190384,Good,300,Other,494953
28197,2017,44964,100,online,Credit Card,FALSE,16120262,Good,300,Other,494953
28197,2017,44964,50,online,Credit Card,FALSE,16115362,Good,300,Other,494953
28197,2017,44964,115,online,Credit Card,FALSE,16124396,Good,300,Friend has MS,494953
28197,2017,44964,35,online,Credit Card,FALSE,16121336,Good,300,Friend has MS,494953
28197,2017,44964,25,online,Credit Card,FALSE,16127534,Good,300,None,494953
28197,2017,44964,35,online,Credit Card,FALSE,16131319,Good,300,Other,494953
28197,2017,44964,120,online,Credit Card,FALSE,9762860,Good,3000,Relative has MS,494941
28197,2017,44964,50,online,Credit Card,FALSE,14479019,Good,3000,Blank,494941
28197,2017,44964,100,online,Credit Card,FALSE,8515493,Good,3000,None,494941
28197,2017,44964,50,online,Credit Card,FALSE,6224340,Bad (Hard Bounce),3000,Blank,494941
28197,2017,44964,50,online,Credit Card,FALSE,1717466,Good,3000,None,494941
28197,2017,44964,35,online,Credit Card,FALSE,5706354,Good,3000,I have MS,494941
28197,2017,44964,100,online,Credit Card,FALSE,13487617,Good,3000,Blank,494941
28197,2017,44964,50,online,Credit Card,FALSE,12412495,Good,3000,None,494941
28197,2017,44964,100,online,Credit Card,FALSE,16129705,Good,3000,None,494941
28197,2017,44964,300,online,Credit Card,FALSE,16120372,Good,3000,Friend has MS,494941
28197,2017,44964,50,online,Credit Card,FALSE,16111371,Good,3000,N/A,494941
28197,2017,44964,100,online,Credit Card,FALSE,16127941,Good,3000,Relative has MS,494941
28197,2017,44964,1000,online,Credit Card,FALSE,8515358,Good,3000,Blank,494941
28197,2017,44964,200,online,Credit Card,FALSE,14483195,Good,3000,Blank,494941
28197,2017,44964,50,online,Credit Card,FALSE,6885568,Unknown,3000,Blank,494941
28197,2017,44964,50,online,Credit Card,FALSE,5740918,Good,3000,Relative has MS,494941
28197,2017,44964,100,online,Credit Card,FALSE,5639825,Unknown,3000,Friend has MS,494941
28197,2017,44964,100,online,Credit Card,FALSE,16131974,Good,3000,N/A,494941
28197,2017,44964,500,online,Credit Card,FALSE,5618770,Good,3000,Other,494941
28197,2017,44964,100,online,Credit Card,FALSE,16132106,Good,3000,None,494941
28197,2017,44964,50,online,Credit Card,FALSE,16110177,Good,300,None,508932
28197,2017,44964,50,online,Credit Card,FALSE,2161713,Good,300,I have MS,508932
28197,2017,44964,100,online,Credit Card,FALSE,16098643,Good,300,Relative has MS,508932
28197,2017,44964,100,online,Credit Card,FALSE,8503066,Good,300,Blank,508932
28197,2017,44964,100,online,Credit Card,FALSE,16115743,Good,300,N/A,508932
28197,2017,44964,100,online,Credit Card,FALSE,5842468,Good,300,Friend has MS,508932
28197,2017,44964,0,online,Credit Card,TRUE,5619376,Good,300,Friend has MS,508932
28197,2017,44964,35,online,Credit Card,FALSE,1920674,Good,1000,Blank,494962
28197,2017,44964,250,online,Credit Card,FALSE,10135929,Unknown,1000,Sibling has MS,494962
28197,2017,44964,25,online,Credit Card,FALSE,9600715,Good,1000,Blank,494962
28197,2017,44964,100,online,Credit Card,FALSE,12385799,Unknown,1000,Friend has MS,494962
28197,2017,44964,50,online,Credit Card,FALSE,16113101,Good,1000,Friend has MS,494962
28197,2017,44964,50,online,Credit Card,FALSE,9408128,Good,1000,None,494962
28197,2017,44964,50,online,Credit Card,FALSE,5763114,Good,4500,Relative has MS,495023
28197,2017,44964,25,offline,Check,FALSE,5605184,Good,4500,I have MS,495023
28197,2017,44964,50,online,Credit Card,FALSE,7204671,Unknown,4500,Friend has MS,495023
28197,2017,44964,100,online,Credit Card,FALSE,9929771,Good,4500,Spouse has MS,495023
28197,2017,44964,100,offline,Check,FALSE,8533972,N/A,4500,N/A,495023
28197,2017,44964,50,online,Credit Card,FALSE,16105121,Good,4500,Friend has MS,495023
28197,2017,44964,100,online,Credit Card,FALSE,14430556,Good,4500,Friend has MS,495023
28197,2017,44964,50,online,Credit Card,FALSE,15339092,Good,4500,Blank,495023
28197,2017,44964,20,online,Credit Card,FALSE,11246315,Unknown,4500,Friend has MS,495023
28197,2017,44964,50,online,Credit Card,FALSE,5641630,Unknown,4500,Friend has MS,495023
28197,2017,44964,25,offline,Check,FALSE,16118791,Good,4500,N/A,495023
28197,2017,44964,50,online,Credit Card,FALSE,8110676,Good,4500,Blank,495023
28197,2017,44964,40,offline,Cash,FALSE,8019431,Unknown,4500,N/A,495023
28197,2017,44964,100,online,Credit Card,FALSE,9801643,Good,4500,Friend has MS,495023
28197,2017,44964,100,online,Credit Card,FALSE,8348345,Good,4500,Blank,495023
28197,2017,44964,25,online,Credit Card,FALSE,6895093,Good,4500,Friend has MS,495023
28197,2017,44964,100,online,Credit Card,FALSE,14431564,Good,4500,Spouse has MS,495023
28197,2017,44964,100,online,Credit Card,FALSE,9964153,Good,4500,Blank,495023
28197,2017,44964,50,online,Credit Card,FALSE,5812290,Unknown,4500,Blank,495023
28197,2017,44964,50,online,Credit Card,FALSE,9964154,Good,4500,Blank,495023
28197,2017,44964,50,online,Credit Card,FALSE,8513332,Good,4500,Friend has MS,495023
28197,2017,44964,35,online,Credit Card,FALSE,16097276,Good,4500,Sibling has MS,495023
28197,2017,44964,7.5,offline,Check,FALSE,16310003,Good,4500,N/A,495023
28197,2017,44964,200,offline,Check,FALSE,5778200,Unknown,4500,Friend has MS,495023
28197,2017,44964,500,online,Credit Card,FALSE,6516674,Good,4500,Relative has MS,495023
28197,2017,44964,0,online,Credit Card,TRUE,5616070,Good,300,Spouse has MS,509419
28197,2017,44964,100,online,Credit Card,FALSE,15371648,Bad (Soft Bounce),300,Blank,494971
28197,2017,44964,150,online,Credit Card,FALSE,5761724,Good,300,Friend has MS,494971
28197,2017,44964,100,online,Credit Card,FALSE,9531997,Unknown,300,Friend has MS,494971
28197,2017,44964,50,online,Credit Card,FALSE,5850046,Good,1000,Relative has MS,N/A
28197,2017,44964,20,offline,Check,FALSE,10145498,Unknown,1000,Other,N/A
28197,2017,44964,10,offline,Check,FALSE,5616711,Good,1000,Spouse has MS,N/A
28197,2017,44964,25,online,Credit Card,FALSE,5616711,Good,1000,Spouse has MS,N/A
28197,2017,44964,50,online,Credit Card,FALSE,10899883,Bad (Soft Bounce),1000,Blank,N/A
28197,2017,44964,35,online,Credit Card,FALSE,5670222,Bad (Soft Bounce),1000,Blank,N/A
28197,2017,44964,25,offline,Check,FALSE,10145498,Unknown,1000,Other,N/A
28197,2017,44964,50,online,Credit Card,FALSE,5571826,Unknown,1000,Friend has MS,N/A
28197,2017,44964,25,online,Credit Card,FALSE,5766772,Unknown,1000,Friend has MS,N/A
28197,2017,44964,25,offline,Credit Card,FALSE,15750269,N/A,1000,N/A,N/A
28197,2017,44964,150,online,Credit Card,FALSE,1664373,Good,1000,Friend has MS,N/A
28197,2017,44964,50,online,Credit Card,FALSE,6678897,Good,1000,Friend has MS,N/A
28197,2017,44964,25,offline,Check,FALSE,10145498,Unknown,1000,Other,N/A
28197,2017,44964,0,online,Credit Card,TRUE,5616711,Good,1000,Spouse has MS,N/A
28197,2017,44964,100,offline,Check,FALSE,13575523,N/A,1000,N/A,N/A
28197,2017,44964,100,online,Credit Card,FALSE,5681545,Good,1000,Blank,N/A
28197,2017,44964,20,online,Credit Card,FALSE,15285770,Good,1000,Friend has MS,N/A
28197,2017,44964,50,online,Credit Card,FALSE,5823843,Good,1000,Relative has MS,N/A
28197,2017,44964,10,online,Credit Card,FALSE,13378994,Bad (Soft Bounce),1000,Blank,N/A
28197,2017,44964,20,online,Credit Card,FALSE,6815295,Good,1000,Relative has MS,N/A
28197,2017,44964,35,online,Credit Card,FALSE,10566835,Good,1000,Blank,N/A
28197,2017,44964,50,online,Credit Card,FALSE,5616711,Good,1000,Spouse has MS,N/A
28197,2017,44964,50,online,Credit Card,FALSE,16130730,Good,300,N/A,500418
28197,2017,44964,60,online,Credit Card,FALSE,9904658,Good,300,None,500418
28197,2017,44964,50,online,Credit Card,FALSE,5722384,Good,300,Other,500418
28197,2017,44964,10,online,Credit Card,TRUE,5617264,Good,300,Friend has MS,500418
28197,2017,44964,180,online,Credit Card,FALSE,5617264,Good,300,Friend has MS,500418
28197,2017,44964,50,online,Credit Card,FALSE,5617542,Good,3000,Friend has MS,494971
28197,2017,44964,75,online,Credit Card,FALSE,7983779,Good,3000,Relative has MS,494971
28197,2017,44964,100,online,Credit Card,FALSE,9904477,Good,3000,Friend has MS,494971
28197,2017,44964,50,online,Credit Card,FALSE,16118870,Good,3000,None,494971
28197,2017,44964,35,online,Credit Card,FALSE,14436065,Good,3000,Blank,494971
28197,2017,44964,60,online,Credit Card,TRUE,5617542,Good,3000,Friend has MS,494971
28197,2017,44964,0,online,Credit Card,TRUE,5613648,Good,300,Friend has MS,509122
28197,2017,44964,200,online,Credit Card,TRUE,5614087,Bad (Hard Bounce),2000,Friend has MS,496315
28197,2017,44964,50,online,Credit Card,FALSE,12420713,Good,2000,Relative has MS,N/A
28197,2017,44964,50,online,Credit Card,FALSE,14488513,Good,2000,Blank,N/A
28197,2017,44964,50,online,Credit Card,FALSE,9796636,Good,2000,Blank,N/A
28197,2017,44964,160,online,Credit Card,FALSE,5614583,Good,2000,Friend has MS,N/A
28197,2017,44964,50,online,Credit Card,FALSE,1673377,Good,2000,Relative has MS,N/A
28197,2017,44964,100,offline,Check,FALSE,12470826,Unknown,2000,N/A,N/A
28197,2017,44964,35,online,Credit Card,FALSE,5818388,Unknown,2000,None,N/A
28197,2017,44964,50,online,Credit Card,TRUE,5614583,Good,2000,Friend has MS,N/A
28197,2017,44964,500,online,Credit Card,FALSE,11256274,Good,2000,None,N/A
28197,2017,44964,25,offline,Check,FALSE,12741873,N/A,2000,N/A,N/A
28197,2017,44964,50,online,Credit Card,FALSE,8419304,Good,2000,None,N/A
28197,2017,44964,35,online,Credit Card,FALSE,14470172,Good,2000,Other,N/A
28197,2017,44964,50,online,Credit Card,FALSE,5569825,Unknown,2000,Friend has MS,N/A
28197,2017,44964,50,online,Credit Card,FALSE,11244712,Good,2000,Friend has MS,N/A
28197,2017,44964,100,online,Credit Card,FALSE,14466198,Bad (Soft Bounce),2000,Blank,N/A
28197,2017,44964,35,online,Credit Card,FALSE,5681416,Good,2000,Blank,N/A
28197,2017,44964,50,online,Credit Card,FALSE,2717531,Unknown,2000,Relative has MS,N/A
28197,2017,44964,35,online,Credit Card,FALSE,13925859,Bad (Soft Bounce),2000,Blank,N/A
28197,2017,44964,35,online,Credit Card,FALSE,9736016,Good,2000,Friend has MS,N/A
28197,2017,44964,100,online,Credit Card,FALSE,9934255,Good,2000,None,N/A
28197,2017,44964,50,online,Credit Card,FALSE,8398643,Unknown,2000,Blank,N/A
28197,2017,44964,100,online,Credit Card,FALSE,15362884,Unknown,2000,Relative has MS,N/A
28197,2017,44964,50,offline,Check,FALSE,16174397,Good,2000,N/A,N/A
28197,2017,44964,35,offline,Check,FALSE,16174397,Good,2000,N/A,N/A
28197,2017,44964,35,offline,Check,FALSE,16174397,Good,2000,N/A,N/A
28197,2017,44964,100,offline,Check,FALSE,16174397,Good,2000,N/A,N/A
28197,2017,44964,50,offline,Check,FALSE,16174397,Good,2000,N/A,N/A
28197,2017,44964,50,offline,Check,FALSE,16174397,Good,2000,N/A,N/A
28197,2017,44964,25,offline,Check,FALSE,16174397,Good,2000,N/A,N/A
28197,2017,44964,0,online,Credit Card,TRUE,5615863,Good,300,Friend has MS,522305
28197,2017,44964,100,offline,Check,FALSE,12365381,Unknown,300,N/A,522305
28197,2017,44964,100,offline,Check,FALSE,9964453,Bad (Hard Bounce),300,Relative has MS,522305
28197,2017,44964,50,online,Credit Card,FALSE,14051545,Good,3000,None,496257
28197,2017,44964,500,online,Credit Card,FALSE,6726485,Unknown,3000,Blank,496257
28197,2017,44964,50,online,Credit Card,FALSE,5840633,Unknown,3000,Blank,496257
28197,2017,44964,50,online,Credit Card,FALSE,6596013,Good,3000,Friend has MS,496257
28197,2017,44964,100,online,Credit Card,FALSE,6619693,Good,3000,Blank,496257
28197,2017,44964,100,online,Credit Card,FALSE,16129022,Bad (Hard Bounce),3000,Other,496257
28197,2017,44964,50,online,Credit Card,FALSE,5813863,Unknown,3000,None,496257
28197,2017,44964,100,online,Credit Card,FALSE,5018791,Bad (Soft Bounce),3000,Blank,496257
28197,2017,44964,100,online,Credit Card,FALSE,6837647,Good,3000,Blank,496257
28197,2017,44964,50,online,Credit Card,FALSE,12414048,Good,3000,None,496257
28197,2017,44964,50,online,Credit Card,FALSE,6576790,Good,3000,Blank,496257
28197,2017,44964,50,online,Credit Card,FALSE,14995350,Good,3000,None,496257
28197,2017,44964,75,online,Credit Card,FALSE,9953530,Good,3000,Other,496257
28197,2017,44964,35,online,Credit Card,FALSE,2713848,Good,3000,None,496257
28197,2017,44964,25,online,Credit Card,FALSE,5670659,Unknown,3000,Relative has MS,496257
28197,2017,44964,100,online,Credit Card,FALSE,6678830,Good,3000,None,496257
28197,2017,44964,35,online,Credit Card,FALSE,11150445,Good,3000,Blank,496257
28197,2017,44964,50,online,Credit Card,FALSE,9234643,Unknown,3000,Blank,496257
28197,2017,44964,35,online,Credit Card,FALSE,5615913,Good,3000,Friend has MS,496257
28197,2017,44964,35,online,Credit Card,FALSE,5769455,Good,4500,Blank,495023
28197,2017,44964,30,offline,Cash,FALSE,8019431,Unknown,4500,N/A,495023
28197,2017,44964,100,online,Credit Card,FALSE,15338254,Good,4500,Relative has MS,495023
28197,2017,44964,250,online,Credit Card,FALSE,8437432,Good,4500,Child has MS,495023
28197,2017,44964,25,online,Credit Card,FALSE,8321407,Good,4500,Blank,495023
28197,2017,44964,50,offline,Check,FALSE,8533976,Good,4500,N/A,495023
28197,2017,44964,50,offline,Cash,FALSE,9916743,Good,4500,N/A,495023
28197,2017,44964,100,online,Credit Card,FALSE,5838369,Unknown,4500,Blank,495023
28197,2017,44964,50,online,Credit Card,FALSE,6700220,Unknown,4500,Friend has MS,495023
28197,2017,44964,500,online,Credit Card,TRUE,5615997,Good,4500,Spouse has MS,495023
28197,2017,44964,50,offline,Check,FALSE,16161241,Good,4500,N/A,495023
28197,2017,44964,100,online,Credit Card,FALSE,8341650,Good,4000,Sibling has MS,496140
28197,2017,44964,200,online,Credit Card,FALSE,8492463,Good,4000,None,496140
28197,2017,44964,50,online,Credit Card,FALSE,5825436,Good,4000,Friend has MS,496140
28197,2017,44964,100,online,Credit Card,FALSE,16108511,Good,4000,N/A,496140
28197,2017,44964,100,online,Credit Card,FALSE,11209271,Good,4000,Blank,496140
28197,2017,44964,100,online,Credit Card,FALSE,13486845,Good,4000,Friend has MS,496140
28197,2017,44964,300,online,Credit Card,FALSE,6875724,Good,4000,Blank,496140
28197,2017,44964,100,online,Credit Card,FALSE,16075524,Good,4000,None,496140
28197,2017,44964,35,online,Credit Card,FALSE,16132804,Good,4000,None,496140
28197,2017,44964,35,online,Credit Card,FALSE,16070999,Good,4000,Friend has MS,496140
28197,2017,44964,50,online,Credit Card,FALSE,16074019,Good,4000,Parent has MS,496140
28197,2017,44964,35,online,Credit Card,FALSE,14420345,Good,4000,Friend has MS,496140
28197,2017,44964,100,online,Credit Card,FALSE,9319680,Good,4000,Blank,496140
28197,2017,44964,100,online,Credit Card,FALSE,5700537,Good,4000,Blank,496140
28197,2017,44964,100,online,Credit Card,FALSE,5705985,Unknown,4000,None,496140
28197,2017,44964,35,online,Credit Card,FALSE,12341908,Good,4000,None,496140
28197,2017,44964,100,online,Credit Card,FALSE,14418225,Good,4000,Blank,496140
28197,2017,44964,35,online,Credit Card,FALSE,14480615,Bad (Soft Bounce),4000,Blank,496140
28197,2017,44964,100,online,Credit Card,FALSE,14417148,Good,4000,Blank,496140
28197,2017,44964,50,online,Credit Card,FALSE,11324911,Good,4000,Blank,496140
28197,2017,44964,100,online,Credit Card,FALSE,16078824,Good,4000,Relative has MS,496140
28197,2017,44964,100,online,Credit Card,FALSE,11172762,Good,4000,Blank,496140
28197,2017,44964,50,online,Credit Card,FALSE,5834572,Good,4000,Relative has MS,496140
28197,2017,44964,35,online,Credit Card,FALSE,16106951,Good,4000,Relative has MS,496140
28197,2017,44964,200,online,Credit Card,FALSE,16105811,Good,4000,None,496140
28197,2017,44964,50,online,Credit Card,FALSE,8497513,Unknown,4000,Blank,496140
28197,2017,44964,100,online,Credit Card,FALSE,15333429,Good,4000,Blank,496140
28197,2017,44964,200,online,Credit Card,FALSE,15340969,Good,4000,Blank,496140
28197,2017,44964,50,online,Credit Card,FALSE,16082372,Good,4000,None,496140
28197,2017,44964,50,online,Credit Card,FALSE,8487033,Good,4000,Blank,496140
28197,2017,44964,200,online,Credit Card,FALSE,15362049,Good,4000,N/A,496140
28197,2017,44964,100,online,Credit Card,FALSE,7707630,Good,4000,Other,496140
28197,2017,44964,100,online,Credit Card,FALSE,16070623,Good,4000,Friend has MS,496140
28197,2017,44964,50,online,Credit Card,FALSE,14435454,Good,4000,Friend has MS,496140
28197,2017,44964,500,online,Credit Card,FALSE,9905853,Good,4000,Blank,496140
28197,2017,44964,50,online,Credit Card,FALSE,16096558,Good,4000,None,496140
28099,2017,35544,65,online,Credit Card,FALSE,14817393,Good,1250,Friend has MS,491223
28099,2017,35544,200,online,Credit Card,FALSE,14788614,Good,1250,Spouse has MS,491223
28099,2017,35544,50,online,Credit Card,FALSE,14930126,Good,1250,Friend has MS,491223
28099,2017,35544,25,online,Credit Card,FALSE,3338461,Good,1250,Relative has MS,491223
28099,2017,35544,35,online,Credit Card,FALSE,15702672,Good,1250,None,491223
28099,2017,35544,50,online,Credit Card,FALSE,9144910,Good,1250,Friend has MS,491223
28099,2017,35544,50,online,Credit Card,FALSE,4962147,Good,1250,Friend has MS,491223
28099,2017,35544,25,online,Credit Card,FALSE,12817453,Good,1250,Friend has MS,491223
28099,2017,35544,35,online,Credit Card,FALSE,3444839,Good,1250,Friend has MS,491223
28099,2017,35544,35,online,Credit Card,FALSE,14883292,Good,1250,Friend has MS,491223
28099,2017,35544,20,online,Credit Card,FALSE,3362657,Good,1250,I have MS,491223
28099,2017,35544,15,online,Credit Card,FALSE,4430911,Good,1250,Friend has MS,491223
28099,2017,35544,35,online,Credit Card,FALSE,14906593,Good,1250,Friend has MS,491223
